PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2017-0553,10/22/2017,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Medium,Force (Take Down),Mentally unstable,Yes,Black,Male,47,,0 feet to 1 feet,Male,Black,61,Small,5'4'' to 5'6'',No,Yes,No,,Battery on Police Officer,No
FTN2017-0554,10/22/2017,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Take Down),Unknown Drugs,Yes,Black,Male,23,,0 feet to 1 feet,Male,Black,45,Medium,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2017-0554,10/22/2017,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Take Down),Unknown Drugs,Yes,White,Male,27,,0 feet to 1 feet,Male,Black,45,Medium,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2017-0555,10/23/2017,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),Unknown,Yes,Black,Male,48,,0 feet to 1 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0556,10/23/2017,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Escort Tech),Unknown Drugs,Yes,Black,Male,32,,0 feet to 1 feet,Female,Black,23,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Escape,No
FTN2017-0556,10/23/2017,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),Unknown Drugs,Yes,Black,Male,36,,0 feet to 1 feet,Female,Black,23,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Escape,No
FTN2017-0556,10/23/2017,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Escort Tech),Unknown Drugs,Yes,Black,Male,36,,0 feet to 1 feet,Female,Black,23,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Escape,No
FTN2018-0143,04/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),,Yes,White,Male,28,,15 feet to 18 feet,Male,Black,18,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2017-0557,10/23/2017,FOB - Field Operations Bureau,7th District,Day Watch,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Escort Tech),Mentally unstable,Yes,Black,Male,33,,0 feet to 1 feet,Female,Black,13,Medium,5'7'' to 5'9'',No,Yes,No,,refuse verbal commands,No
FTN2017-0558,10/24/2017,FOB - Field Operations Bureau,6th District,School Resource Officers,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,None detected,Yes,Black,Male,49,,0 feet to 1 feet,Male,Black,16,Small,5'4'' to 5'6'',Yes,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2017-0558,10/24/2017,FOB - Field Operations Bureau,6th District,School Resource Officers,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,None detected,Yes,Black,Male,50,,0 feet to 1 feet,Male,Black,16,Small,5'4'' to 5'6'',Yes,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2017-0558,10/24/2017,FOB - Field Operations Bureau,6th District,School Resource Officers,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,None detected,Yes,Black,Male,56,,0 feet to 1 feet,Male,Black,16,Small,5'4'' to 5'6'',Yes,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2017-0559,10/24/2017,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,White,Male,43,,4 feet to 6 feet,Male,Black,37,XLarge,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2017-0560,10/26/2017,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Other,Hands,Mentally unstable,Yes,White,Male,25,,0 feet to 1 feet,Female,Black,24,Small,5'4'' to 5'6'',No,Yes,No,,Other,No
FTN2017-0562,10/29/2017,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Bourbon Street,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,Alchohol,Yes,Black,Male,36,,0 feet to 1 feet,Male,White,31,Medium,6'1'' to 6'3'',No,No,No,,Resisting Lawful Arrest,No
FTN2017-0563,10/29/2017,FOB - Field Operations Bureau,3rd District,,,,,Completed,Use Of Force Not Authorized,Arresting,Poor,Clear Conditions,CEW,Unknown,No,Hispanic,Female,39,,4 feet to 6 feet,Male,White,26,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Escape,No
FTN2017-0564,10/29/2017,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Baton/PR-24(NonStrk),Alchohol,Yes,White,Male,26,,0 feet to 1 feet,Male,White,34,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0566,10/30/2017,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),Unknown Drugs,Yes,Black,Male,48,,1 feet to 3 feet,Male,Black,46,Medium,5'4'' to 5'6'',No,No,Yes,,Other,No
FTN2017-0573,10/30/2017,FOB - Field Operations Bureau,Special Operations Division,,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,29,,4 feet to 6 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2017-0567,10/31/2017,FOB - Field Operations Bureau,6th District,,,,,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,CEW Exhibited/Laser,Unknown,Yes,White,Male,27,,11 feet to 14 feet,Male,Black,59,Medium,5'7'' to 5'9'',No,No,No,,Weapon Exhibited,No
FTN2017-0568,11/01/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,36,,7 feet to 10 feet,Male,Black,45,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2017-0568,11/01/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,29,,7 feet to 10 feet,Male,Black,45,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2017-0568,11/01/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,36,,7 feet to 10 feet,Female,Black,12,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2017-0568,11/01/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,29,,7 feet to 10 feet,Female,Black,12,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2017-0568,11/01/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,36,,7 feet to 10 feet,Female,Black,14,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,White,Male,38,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0568,11/01/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,29,,7 feet to 10 feet,Female,Black,14,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2017-0568,11/01/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,36,,7 feet to 10 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2017-0568,11/01/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,29,,7 feet to 10 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2017-0569,11/01/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,39,,0 feet to 1 feet,Male,Black,16,Small,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2017-0569,11/01/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,29,,0 feet to 1 feet,Male,Black,16,Small,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2017-0569,11/01/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,39,,0 feet to 1 feet,Male,Black,16,Small,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2017-0569,11/01/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,29,,0 feet to 1 feet,Male,Black,16,Small,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2017-0570,11/02/2017,FOB - Field Operations Bureau,4th District,2nd Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,CEW Exhibited/Laser,Unknown,Yes,Black,Female,30,,4 feet to 6 feet,Male,Hispanic,50,Large,5'4'' to 5'6'',No,No,Yes,,Resisting Officer w/Weapon,No
FTN2017-0572,11/04/2017,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,48,,11 feet to 14 feet,Male,Black,32,Medium,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2017-0574,11/05/2017,FOB - Field Operations Bureau,3rd District,C Platoon,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,Mentally unstable,Yes,White,Male,24,,0 feet to 1 feet,Male,White,26,Medium,6'1'' to 6'3'',Yes,No,Yes,,refuse verbal commands,No
FTN2017-0575,11/05/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Re-Assigned,Between 7am-3pm,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,No,Black,Male,49,,7 feet to 10 feet,Male,Black,26,Large,5'10'' to 6'0'',No,No,Yes,,Tactical Deployments,No
FTN2017-0576,11/06/2017,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),None detected,Yes,White,Male,24,,1 feet to 3 feet,Female,Black,23,Medium,< 5'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0576,11/06/2017,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),None detected,Yes,White,Male,30,,1 feet to 3 feet,Female,Black,23,Medium,< 5'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0577,11/07/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,34,,11 feet to 14 feet,Male,Asian,62,Medium,5'4'' to 5'6'',No,No,No,,Tactical Deployments,No
FTN2017-0577,11/07/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,34,,11 feet to 14 feet,Male,Asian,27,Medium,5'4'' to 5'6'',No,No,No,,Tactical Deployments,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Shotgun (Pointed),None detected,Yes,Hispanic,Male,52,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,28,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,White,Male,27,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,39,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,White,Male,31,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,Black,Male,31,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,24,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,White,Male,33,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Shotgun (Pointed),None detected,Yes,Hispanic,Male,52,,0 feet to 1 feet,Male,Black,17,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,24,,0 feet to 1 feet,Male,Black,17,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,Black,Male,31,,0 feet to 1 feet,Male,Black,17,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,White,Male,31,,0 feet to 1 feet,Male,Black,17,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,39,,0 feet to 1 feet,Male,Black,17,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,White,Male,27,,0 feet to 1 feet,Male,Black,17,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,White,Male,38,,0 feet to 1 feet,Male,Black,17,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,28,,0 feet to 1 feet,Male,Black,17,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,White,Male,33,,0 feet to 1 feet,Male,Black,17,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Shotgun (Pointed),None detected,Yes,Hispanic,Male,52,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,White,Male,38,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,White,Male,27,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,39,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,28,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
FTN2017-0578,11/08/2017,FOB - Field Operations Bureau,3rd District,,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Rifle (Pointed),None detected,Yes,White,Male,31,,0 feet to 1 feet,Male,Black,18,Medium,,No,No,Yes,,Flight from an Officer,No
