Incident Type,Complaint Tracking Number,Date Complaint Occurred,Date Complaint Received by NOPD (PIB),Date Complaint Investigation Complete,Complaint classification,Investigation status,Disposition,Bureau of Complainant,Division of Complainant,Unit of Complainant,Unit Additional Details of Complainant,Working Status of Complainant,Shift of Complainant,Rule Violation,Paragraph Violation,Officer Race Ethnicity,Officer Gender,Officer Age,Officer years of service,Complainant Gender,Complainant Ethnicity,Complainant Age
Public Initiated,2017-0019-P,2016-10-01,2017-01-09,2017-08-29,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,7th District,Day Watch,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,,,,,Female,Black,60
Rank Initiated,2018-0260-R,2018-04-03,2018-05-04,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,C Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Female,33,,,,
Public Initiated,2018-0375-P,2018-07-09,2018-07-09,,DI-1,Active,Pending,FOB - Field Operations Bureau,4th District,Task Force,A,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Male,46,,,,
Rank Initiated,2018-0400-D,2018-07-17,2018-07-23,2018-07-24,DI-2,Completed,Other,FOB - Field Operations Bureau,2nd District,A Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,52,,,,
Public Initiated,2017-0637-N,2017-07-13,2017-11-08,2018-11-25,NFIM,Completed,NFIM,,,,,,,NO VIOLATION OBSERVED,,,,,,Male,Black,
Public Initiated,2017-0708-N,2017-12-17,2017-12-18,2018-01-03,NFIM,Completed,NFIM,Unknown Bureau,7th District,7th District,Unknown Assignment,Unknown Working Status,Unknown Shift Hours,NO ALLIGATIONS ASSIGNED AT THIS TIME,,,,,,Female,Race-Unknown,
Public Initiated,2016-0552-N,2016-06-23,2016-08-18,2017-01-09,NFIM,Completed,NFIM,,Unknown District/Division,,,,,NO VIOLATION OBSERVED,,,,,,,,
Public Initiated,2018-0154-P,2018-03-05,2018-03-12,2018-07-02,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,White,Male,29,,Male,Black,34
Public Initiated,2017-0707-P,2017-12-04,2017-12-18,2018-07-02,DI-1,Completed,Not Sustained,,,,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Female,54,,,,
Public Initiated,2018-0353-P,2018-06-19,2018-06-22,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,White,Male,34,,Male,White,
Public Initiated,2018-0137-P,2018-02-19,2018-03-01,2018-07-02,DI-1,Completed,Not Sustained,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Hispanic,Female,36,,,,
Public Initiated,2018-0201-P,2018-02-09,2018-04-02,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,Unknown District/Division,C Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Male,39,,,,51
Rank Initiated,2018-0425-R,2018-07-22,2018-08-02,,DI-1,Initial,Pending,PIB - Public Integrity Bureau,Staff,Staff,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,52,,Female,White,39
Public Initiated,2016-0333-N,2016-05-05,2016-05-10,2016-07-06,NFIM,Completed,NFIM,,Unknown District/Division,,,,,NO VIOLATION OBSERVED,,,,,,Female,Black,50
Rank Initiated,2018-0041-P,2018-01-05,2018-01-22,,DI-1,Forwarded,Pending,ISB - Investigations and Support Bureau,Criminal Investigations Division,Property Crimes Section,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,43,,,,
Public Initiated,2016-0791-P,2016-12-05,2016-12-05,2017-05-11,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,,,,,Male,White,46
Public Initiated,2016-0791-P,2016-12-05,2016-12-05,2017-05-11,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,,,,,Male,White,46
Rank Initiated,2018-0425-R,2018-07-22,2018-08-02,,DI-1,Initial,Pending,PIB - Public Integrity Bureau,Staff,Staff,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Female,49,,Female,White,39
Public Initiated,2017-0399-N,2017-07-23,2017-08-01,2017-08-08,NFIM,Completed,NFIM,Not - NOPD Officer,,,,,,NO VIOLATION OBSERVED,,,,,,Female,Black,
Rank Initiated,2018-0425-R,2018-07-22,2018-08-02,,DI-1,Initial,Pending,PIB - Public Integrity Bureau,Staff,Staff,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,56,,Female,White,39
Public Initiated,2018-0262-P,2018-04-26,2018-05-07,2018-07-10,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,7th District,Evening Watch,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,White,Male,35,,Male,Black,38
Public Initiated,2018-0109-N,2018-02-11,2018-02-15,2018-03-20,NFIM,Completed,NFIM,,Unknown District/Division,,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,,,,,,,
Public Initiated,2017-0272-N,2017-05-10,2017-05-22,2017-06-12,NFIM,Completed,NFIM,FOB - Field Operations Bureau,7th District,7th District,Patrol,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,,,,,Male,Black,39
Public Initiated,2016-0628-P,2016-06-26,2016-09-26,2017-06-01,DI-1,Completed,Exonerated,Unknown Bureau,Unknown District/Division,Unknown,Unknown Assignment,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 05 - VERBAL INTIMIDATION,,,,,,,
Public Initiated,2018-0219-P,2018-04-09,2018-04-09,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,A Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,26,,,,
Public Initiated,2016-0775-N,2016-11-23,2016-11-28,2016-12-21,NFIM,Completed,NFIM,,Unknown District/Division,,,,,NO VIOLATION OBSERVED,,,,,,Female,White,
Public Initiated,2016-0810-N,2016-12-06,2016-12-08,2016-12-21,NFIM,Completed,NFIM,,Unknown District/Division,,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,,,,,,,
Public Initiated,2018-0228-P,2018-04-04,2018-04-12,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,5th District,A Platoon,,,,,,Black,Male,52,,,,
Public Initiated,2016-0726-N,2016-11-04,2016-11-07,2017-04-12,NFIM,Completed,NFIM,Not - NOPD Officer,Communications Division,,Not - NOPD Officer,,,,,Black,Female,,,,,
Public Initiated,2016-0726-N,2016-11-04,2016-11-07,2017-04-12,NFIM,Completed,NFIM,Not - NOPD Officer,Communications Division,,Not - NOPD Officer,,,,,Black,Female,,,,,
Public Initiated,2018-0263-P,2018-02-21,2018-05-07,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,5th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,American Ind,Male,39,,,,
Public Initiated,2018-0219-P,2018-04-09,2018-04-09,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,A Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,53,,,,
Public Initiated,2017-0088-P,2017-02-08,2017-02-08,2017-06-13,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,8th District,8th District,Patrol,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,,,Male,White,39
Public Initiated,2016-0359-N,2016-05-14,2016-05-18,2017-05-31,NFIM,Completed,NFIM,,Unknown District/Division,,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,,,,,Female,Black,19
Public Initiated,2016-0429-N,,2016-06-24,2016-07-06,NFIM,Completed,NFIM,,Unknown District/Division,,,,,NO VIOLATION OBSERVED,,,,,,Male,Race-Unknown,
Public Initiated,,,2018-04-16,,,Initial,Pending,,,,,,,,,,,,,,,
Public Initiated,2018-0131-P,2018-01-31,2018-02-26,2018-04-27,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Unknown,7th District,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,,,,,Female,w,32
Public Initiated,2018-0233-P,2018-04-16,2018-04-17,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,A Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,37,,Male,,
Public Initiated,2018-0233-P,2018-04-16,2018-04-17,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,A Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,26,,Male,,
Public Initiated,2018-0404-P,2018-07-24,2018-07-25,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,White,Male,34,,Female,White,20
Public Initiated,2018-0213-P,2018-04-02,2018-04-05,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Female,33,,,,
Public Initiated,2018-0120-P,2018-02-17,2018-02-27,2018-07-02,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - AUTHORIZED FORCE,Black,Female,35,,Female,Black,29
Public Initiated,2017-0714-P,2014-05-05,2017-12-20,2018-07-05,DI-1,Completed,Not Sustained,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Child Abuse Platoon 1,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,52,,Female,White,
Public Initiated,2018-0397-P,2018-07-20,2018-07-20,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,A Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,,,,,,,
Public Initiated,2018-0378-P,2018-05-18,2018-07-11,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 04 - DISCRIMINATION,Hispanic,Male,28,,,,
Public Initiated,2017-0714-P,2014-05-05,2017-12-20,2018-07-05,DI-1,Completed,Not Sustained,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Child Abuse Platoon 1,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,42,,Female,White,
Rank Initiated,2017-0309-P,2017-02-25,2017-06-02,2018-07-05,SIS DI-1,Completed,Unfounded,MSB - Management Services Bureau,,I.O.D.,,ADD  IOD,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,,,,,,,
Public Initiated,2018-0413-P,2018-07-27,2018-07-27,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,39,,,,
Public Initiated,2018-0413-P,2018-07-27,2018-07-27,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,61,,,,
Public Initiated,2018-0135-P,2018-02-10,2018-02-26,2018-07-02,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Hispanic,Female,44,,Male,Black,61
Public Initiated,2018-0213-P,2018-04-02,2018-04-05,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Evening Watch,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,White,Male,,,,,
Public Initiated,2018-0229-P,,2018-04-13,2018-07-10,DI-1,Completed,Not Sustained,ISB - Investigations and Support Bureau,Special Investigations Division,Street Gang Unit,Squad B,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Male,,,,,
Public Initiated,2018-0135-P,2018-02-10,2018-02-26,2018-07-02,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Hispanic,Male,28,,Male,Black,61
Public Initiated,2018-0356-P,2018-06-20,2018-06-25,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,6th District,A Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,50,,,,
Rank Initiated,2018-0405-R,2017-04-02,2018-07-23,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,White,Male,24,,,,
Public Initiated,2018-0120-P,2018-02-17,2018-02-27,2018-07-02,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - AUTHORIZED FORCE,Black,Male,45,,Female,Black,29
Public Initiated,2018-0135-P,2018-02-10,2018-02-26,2018-07-02,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,White,Female,44,,Male,Black,61
Public Initiated,2018-0210-P,2018-04-02,2018-04-02,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,Investigations,Staff,,,,,White,Male,37,,,,
Public Initiated,2018-0210-P,2018-04-02,2018-04-02,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,Investigations,Staff,,,,,White,Male,37,,,,
Public Initiated,2018-0413-P,2018-07-27,2018-07-27,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,57,,,,
Rank Initiated,2018-0239-P,2018-04-12,2018-04-22,2018-07-02,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,A Platoon,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,Black,Male,34,,Female,Black,32
Public Initiated,2017-0714-P,2014-05-05,2017-12-20,2018-07-05,DI-1,Completed,Not Sustained,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Child Abuse Platoon 1,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Female,38,,Female,White,
Public Initiated,2018-0378-P,2018-05-18,2018-07-11,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 04 - DISCRIMINATION,Hispanic,Male,41,,,,
Public Initiated,2018-0210-P,2018-04-02,2018-04-02,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,Investigations,Staff,,,,,Hispanic,Female,44,,,,
Public Initiated,2018-0210-P,2018-04-02,2018-04-02,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,Investigations,Staff,,,,,Hispanic,Female,44,,,,
Public Initiated,2018-0413-P,2018-07-27,2018-07-27,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Female,38,,,,
Public Initiated,2018-0135-P,2018-02-10,2018-02-26,2018-07-02,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,White,Female,43,,Male,Black,61
Public Initiated,2018-0203-P,2018-04-02,2018-04-02,2018-07-02,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,White,Male,28,,,,
Public Initiated,2018-0203-P,2018-04-02,2018-04-02,2018-07-02,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,White,Male,28,,,,
Public Initiated,2018-0368-N,2018-07-02,2018-07-05,,,Active,Pending,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,Motorcycle 2nd Platoon,,,,,Black,Male,53,,Male,Black,
Rank Initiated,2018-0417-R,2018-07-26,2018-07-30,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,41,,,,
Public Initiated,2018-0368-N,2018-07-02,2018-07-05,,,Active,Pending,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,Motorcycle 2nd Platoon,,,,,,,,,Male,Black,
Public Initiated,2018-0399-P,2018-07-22,2018-07-22,,DI-1,Active,Pending,ISB - Investigations and Support Bureau,Criminal Investigations Division,Homicide Section,Cold Case,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,White,Male,50,,Male,White,52
Public Initiated,2018-0407-P,2018-07-03,2018-07-25,,DI-1,Active,Pending,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,1st Platoon,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,49,,,,
Public Initiated,2018-0268-P,2018-05-07,2018-05-09,2018-08-09,DI-1,Completed,Other,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Female,33,,Female,Black,31
Public Initiated,2018-0407-P,2018-07-03,2018-07-25,,DI-1,Active,Pending,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,1st Platoon,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,,,,,
Rank Initiated,2018-0414-R,2018-07-27,2018-07-30,,DI-1,Active,Pending,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,White,Male,34,,,,
Rank Initiated,2018-0414-R,2018-07-27,2018-07-30,,DI-1,Active,Pending,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,49,,,,
Rank Initiated,2018-0383-R,2018-07-16,2018-07-16,,DI-1,Forwarded,Pending,,Crime Lab and Evidence Division,,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Female,32,,,,
Rank Initiated,2018-0371-R,2018-06-10,2018-07-06,,DI-1,Forwarded,Pending,MSB - Management Services Bureau,Crime Lab Division,Crime Lab Section,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Female,34,,,,
Rank Initiated,2018-0403-R,,2018-08-02,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,A Platoon,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,Black,Male,,,,,
Rank Initiated,2018-0403-R,,2018-08-02,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,A Platoon,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,Black,Male,,,,,
Rank Initiated,2018-0418-R,,2018-07-31,,DI-1,Active,Pending,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,Admin Unit,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,,,,,
Rank Initiated,2018-0418-R,,2018-07-31,,DI-1,Active,Pending,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,Admin Unit,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,,,,,
Public Initiated,2018-0157-G,2018-03-12,2018-03-12,2018-07-02,DI-1,Completed,Other,MSB - Management Service Bureau,Records & Identification / Support Services Divisi,Records & I.D.,NCIC Platoon A,Regular Working,Between 3pm-11pm,NO ALLIGATIONS ASSIGNED AT THIS TIME,,Black,Male,55,,,,
Public Initiated,2018-0343-P,,2018-06-19,2018-07-10,DI-1,Completed,Other,FOB - Field Operations Bureau,7th District,Day Watch,,,,,,,,,,,,
Public Initiated,2018-0196-P,2018-04-01,2018-04-02,2018-08-09,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Police Recruits,,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,White,Female,23,,,,
Public Initiated,2018-0192-P,2018-03-29,2018-03-29,2018-07-31,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,4th District,Staff,Patrol,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,31,,Male,Black,41
Public Initiated,2018-0156-P,2018-03-04,2018-03-12,2018-07-24,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,6th District,B Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,White,Male,52,,M,,
Public Initiated,2018-0156-P,2018-03-04,2018-03-12,2018-07-24,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,6th District,B Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Male,42,,M,,
Public Initiated,2018-0197-P,2018-04-01,2018-04-02,2018-08-03,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,7th District,Night Watch,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,49,,Female,White,19
Public Initiated,2018-0197-P,2018-04-01,2018-04-02,2018-08-03,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,7th District,Night Watch,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,63,,Female,White,19
Public Initiated,2018-0211-P,2018-04-04,2018-04-04,2018-08-03,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,Asian/Pacifi,Male,33,,,,
Public Initiated,2018-0189-P,2018-03-28,2018-03-29,2018-08-08,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,A Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,Black,Male,34,,,,
Public Initiated,2018-0192-P,2018-03-29,2018-03-29,2018-07-31,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,4th District,Staff,Patrol,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,45,,Male,Black,41
Public Initiated,2017-0692-P,2017-12-02,2017-12-07,2018-04-19,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,4th District,2nd Platoon,A,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Male,36,,Female,Black,46
Rank Initiated,2018-0316-D,2017-12-30,2018-06-04,2018-07-11,DI-2,Completed,Other,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,Black,Female,32,,,,
Public Initiated,2018-0079-N,2017-01-20,2018-02-05,2018-02-28,NFIM,Completed,NFIM,FOB - Field Operations Bureau,Unknown District/Division,Staff,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,,,,,,,
